locus_tag	ftype	length_bp	gene	EC_number	COG	product
EMFGFLLL_01081	CDS	1503	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
EMFGFLLL_01082	CDS	717	pgl	3.1.1.31	COG0363	6-phosphogluconolactonase
EMFGFLLL_01083	CDS	1449	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
EMFGFLLL_01084	CDS	141				hypothetical protein
EMFGFLLL_01085	CDS	864				hypothetical protein
EMFGFLLL_01086	CDS	630				hypothetical protein
EMFGFLLL_01087	CDS	837				hypothetical protein
EMFGFLLL_01088	CDS	1134	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
EMFGFLLL_01089	CDS	1737	smc_3			Chromosome partition protein Smc
EMFGFLLL_01090	CDS	531	hutZ	1.14.99.58	COG0748	Heme oxygenase HutZ
EMFGFLLL_01091	CDS	504	hutX		COG3721	Intracellular heme transport protein HutX
EMFGFLLL_01092	CDS	1362	chuW	2.1.1.342		Anaerobilin synthase
EMFGFLLL_01093	CDS	735				hypothetical protein
EMFGFLLL_01094	CDS	687	tolQ_4			Tol-Pal system protein TolQ
EMFGFLLL_01095	CDS	417	tolR_2			Tol-Pal system protein TolR
EMFGFLLL_01096	CDS	834	hmuT		COG4558	Hemin-binding periplasmic protein HmuT
EMFGFLLL_01097	CDS	1032	hmuU		COG0609	Hemin transport system permease protein HmuU
EMFGFLLL_01098	CDS	780	hmuV	3.6.3.-	COG4559	Hemin import ATP-binding protein HmuV
EMFGFLLL_01099	CDS	462				hypothetical protein
EMFGFLLL_01100	CDS	303				hypothetical protein
EMFGFLLL_01101	CDS	600				hypothetical protein
EMFGFLLL_01102	CDS	1119				hypothetical protein
EMFGFLLL_01103	CDS	609				hypothetical protein
EMFGFLLL_01104	CDS	1875	pctB_2		COG0840	Methyl-accepting chemotaxis protein PctB
EMFGFLLL_01105	CDS	1818	hmp_1	1.14.12.17		Flavohemoprotein
EMFGFLLL_01106	CDS	1029	pyrC	3.5.2.3	COG0418	Dihydroorotase
EMFGFLLL_01107	CDS	1044	rhaR_3			HTH-type transcriptional activator RhaR
EMFGFLLL_01108	CDS	351	yhaI		COG3152	Inner membrane protein YhaI
EMFGFLLL_01109	CDS	510				hypothetical protein
EMFGFLLL_01110	CDS	1128	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
EMFGFLLL_01111	CDS	936	yedI		COG2354	Inner membrane protein YedI
EMFGFLLL_01112	CDS	1383		3.1.4.-	COG2206	3'3'-cGAMP-specific phosphodiesterase 3
EMFGFLLL_01113	CDS	213	cspV_2		COG1278	Cold shock protein CspV
EMFGFLLL_01114	CDS	273				hypothetical protein
EMFGFLLL_01115	CDS	936				hypothetical protein
EMFGFLLL_01116	CDS	726	nimR_1			HTH-type transcriptional regulator NimR
EMFGFLLL_01117	CDS	900				hypothetical protein
EMFGFLLL_01118	CDS	927				hypothetical protein
EMFGFLLL_01119	CDS	762	glpR_2		COG1349	Glycerol-3-phosphate regulon repressor
EMFGFLLL_01120	CDS	489				hypothetical protein
EMFGFLLL_01121	CDS	252				hypothetical protein
EMFGFLLL_01122	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
EMFGFLLL_01123	CDS	1575	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
EMFGFLLL_01124	CDS	1182	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
EMFGFLLL_01125	CDS	1122	malK	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
EMFGFLLL_01126	CDS	522	speG_1	2.3.1.57		Spermidine N(1)-acetyltransferase
EMFGFLLL_01127	CDS	246				hypothetical protein
EMFGFLLL_01128	CDS	609				hypothetical protein
EMFGFLLL_01129	CDS	321				hypothetical protein
EMFGFLLL_01130	CDS	675	malT_1			HTH-type transcriptional regulator MalT
EMFGFLLL_01131	CDS	279	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
EMFGFLLL_01132	CDS	876	cheV_4		COG0784	Chemotaxis protein CheV
EMFGFLLL_01133	CDS	528			COG1846	putative HTH-type transcriptional regulator/GBAA_1941/BAS1801
EMFGFLLL_01134	CDS	1017	vdcA	2.7.7.65		Diguanylate cyclase VdcA
EMFGFLLL_01135	CDS	579	glcB	2.3.3.9		Malate synthase G
EMFGFLLL_01136	CDS	1434				hypothetical protein
EMFGFLLL_01137	CDS	1374				hypothetical protein
EMFGFLLL_01138	CDS	609				hypothetical protein
EMFGFLLL_01139	CDS	1209				hypothetical protein
EMFGFLLL_01140	CDS	924				hypothetical protein
EMFGFLLL_01141	CDS	906	gcvA_1			Glycine cleavage system transcriptional activator
EMFGFLLL_01142	CDS	1176				hypothetical protein
EMFGFLLL_01143	CDS	282				hypothetical protein
EMFGFLLL_01144	CDS	849				hypothetical protein
EMFGFLLL_01145	CDS	288	ppnP	2.4.2.2	COG3123	Pyrimidine/purine nucleoside phosphorylase
EMFGFLLL_01146	CDS	441				hypothetical protein
EMFGFLLL_01147	CDS	1278	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
EMFGFLLL_01148	CDS	174				hypothetical protein
EMFGFLLL_01149	CDS	1629				hypothetical protein
EMFGFLLL_01150	CDS	2361	lon_3	3.4.21.53		Lon protease
EMFGFLLL_01151	CDS	495				hypothetical protein
EMFGFLLL_01152	CDS	1620	yejF_2		COG4172	putative ABC transporter ATP-binding protein YejF
EMFGFLLL_01153	CDS	732	artI_2		COG0834	ABC transporter arginine-binding protein
EMFGFLLL_01154	CDS	1548	smc_4			Chromosome partition protein Smc
EMFGFLLL_01155	CDS	744				hypothetical protein
EMFGFLLL_01156	CDS	900	dmlR_5			HTH-type transcriptional regulator DmlR
EMFGFLLL_01157	CDS	1695	lutP		COG1620	L-lactate permease
EMFGFLLL_01158	CDS	1137	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
EMFGFLLL_01159	CDS	2880				hypothetical protein
EMFGFLLL_01160	CDS	828	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
EMFGFLLL_01161	CDS	2373	ppsA	2.7.9.2		Phosphoenolpyruvate synthase
EMFGFLLL_01162	CDS	1407	aer_2		COG0840	Aerotaxis receptor
EMFGFLLL_01163	CDS	1329	mepA_1			Multidrug export protein MepA
EMFGFLLL_01164	CDS	1221	rhlE_2	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
EMFGFLLL_01165	CDS	972				hypothetical protein
EMFGFLLL_01166	CDS	1860		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
EMFGFLLL_01167	CDS	705				hypothetical protein
EMFGFLLL_01168	CDS	1044	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
EMFGFLLL_01169	CDS	576	comR_2			HTH-type transcriptional repressor ComR
EMFGFLLL_01170	CDS	630				hypothetical protein
EMFGFLLL_01171	CDS	831	rhaS_2			HTH-type transcriptional activator RhaS
EMFGFLLL_01172	CDS	720				hypothetical protein
EMFGFLLL_01173	CDS	318				hypothetical protein
EMFGFLLL_01174	CDS	615	ycgM		COG0179	putative protein YcgM
EMFGFLLL_01175	CDS	459	ohrR			Organic hydroperoxide resistance transcriptional regulator
EMFGFLLL_01176	CDS	423	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
EMFGFLLL_01177	CDS	996	ompU_1		COG3203	Outer membrane protein U
EMFGFLLL_01178	CDS	858	ribN			Riboflavin transporter
EMFGFLLL_01179	CDS	618				hypothetical protein
EMFGFLLL_01180	CDS	468	yjiG		COG0700	Inner membrane protein YjiG
EMFGFLLL_01181	CDS	732				hypothetical protein
EMFGFLLL_01182	CDS	1434	nhaD		COG1055	Na(+)/H(+) antiporter NhaD
EMFGFLLL_01183	CDS	678	dpiA_1		COG4565	Transcriptional regulatory protein DpiA
EMFGFLLL_01184	CDS	1563	citA_1	2.7.13.3	COG3290	Sensor histidine kinase CitA
EMFGFLLL_01185	CDS	1407	yflS		COG0471	Putative malate transporter YflS
EMFGFLLL_01186	CDS	402				hypothetical protein
EMFGFLLL_01187	CDS	474	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
EMFGFLLL_01188	CDS	1359	alkA		COG0122	putative bifunctional transcriptional activator/DNA repair enzyme AlkA
EMFGFLLL_01189	CDS	444	mhqP	1.-.-.-	COG2259	Putative oxidoreductase MhqP
EMFGFLLL_01190	CDS	885	hdfR_2			HTH-type transcriptional regulator HdfR
EMFGFLLL_01191	CDS	360				hypothetical protein
EMFGFLLL_01192	CDS	1992				hypothetical protein
EMFGFLLL_01193	CDS	252				hypothetical protein
EMFGFLLL_01194	CDS	801	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
EMFGFLLL_01195	CDS	1158				hypothetical protein
EMFGFLLL_01196	CDS	837				hypothetical protein
EMFGFLLL_01197	CDS	1239	lamB		COG4580	Maltoporin
EMFGFLLL_01198	CDS	1965	glgX	3.2.1.-	COG1523	Glycogen operon protein GlgX 
EMFGFLLL_01199	CDS	252				hypothetical protein
EMFGFLLL_01200	CDS	1632				hypothetical protein
EMFGFLLL_01201	CDS	408				hypothetical protein
EMFGFLLL_01202	CDS	1377				hypothetical protein
EMFGFLLL_01203	CDS	1980				hypothetical protein
EMFGFLLL_01204	CDS	249				hypothetical protein
EMFGFLLL_01205	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
EMFGFLLL_01206	CDS	720	glnQ_1			Glutamine transport ATP-binding protein GlnQ
EMFGFLLL_01207	CDS	798				hypothetical protein
EMFGFLLL_01208	CDS	837	fliY		COG0834	L-cystine-binding protein FliY
EMFGFLLL_01209	CDS	897	glnP		COG0765	Glutamine transport system permease protein GlnP
EMFGFLLL_01210	CDS	1704	pgcA	5.4.2.2		Phosphoglucomutase
EMFGFLLL_01211	CDS	942				hypothetical protein
EMFGFLLL_01212	CDS	1950	mtlA		COG2213	PTS system mannitol-specific EIICBA component
EMFGFLLL_01213	CDS	1155	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
EMFGFLLL_01214	CDS	531	mtlR		COG3722	Mannitol operon repressor
EMFGFLLL_01215	CDS	921	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
EMFGFLLL_01216	CDS	867				hypothetical protein
EMFGFLLL_01217	CDS	432	yccF		COG3304	Inner membrane protein YccF
EMFGFLLL_01218	CDS	723				hypothetical protein
EMFGFLLL_01219	CDS	396	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
EMFGFLLL_01220	CDS	639				hypothetical protein
EMFGFLLL_01221	CDS	891	dmlR_6			HTH-type transcriptional regulator DmlR
EMFGFLLL_01222	CDS	2313	smc_5			Chromosome partition protein Smc
EMFGFLLL_01223	CDS	720		1.-.-.-		putative oxidoreductase
EMFGFLLL_01224	CDS	906	dmlR_7			HTH-type transcriptional regulator DmlR
EMFGFLLL_01225	CDS	606		2.1.1.-	COG1901	Putative pseudouridine methyltransferase
EMFGFLLL_01226	CDS	657	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
EMFGFLLL_01227	CDS	1320	potE		COG0531	Putrescine transporter PotE
EMFGFLLL_01228	CDS	2163	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
EMFGFLLL_01229	CDS	1443	calB	1.2.1.68		Coniferyl aldehyde dehydrogenase
EMFGFLLL_01230	CDS	483	lrp_3		COG1522	Leucine-responsive regulatory protein
EMFGFLLL_01231	CDS	1890	pctB_3		COG0840	Methyl-accepting chemotaxis protein PctB
EMFGFLLL_01232	CDS	222				hypothetical protein
EMFGFLLL_01233	CDS	1491	putP		COG0591	High-affinity proline transporter PutP
EMFGFLLL_01234	CDS	699				hypothetical protein
EMFGFLLL_01235	CDS	3120	putA		COG0506	Bifunctional protein PutA
EMFGFLLL_01236	CDS	864	rhaS_3			HTH-type transcriptional activator RhaS
EMFGFLLL_01237	CDS	1107				hypothetical protein
EMFGFLLL_01238	CDS	1818	egtB	1.14.99.50		Hercynine oxygenase
EMFGFLLL_01239	CDS	741				hypothetical protein
EMFGFLLL_01240	CDS	636	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
EMFGFLLL_01241	CDS	1392	prsE			Type I secretion system membrane fusion protein PrsE
EMFGFLLL_01242	CDS	663				hypothetical protein
EMFGFLLL_01243	CDS	1911				hypothetical protein
EMFGFLLL_01244	CDS	2115	apxIB_1		COG2274	Toxin RTX-I translocation ATP-binding protein
EMFGFLLL_01245	CDS	1671				hypothetical protein
EMFGFLLL_01246	CDS	1707	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
EMFGFLLL_01247	CDS	300				STAS-domain containing protein
EMFGFLLL_01248	CDS	1155				hypothetical protein
EMFGFLLL_01249	CDS	1041	cheB_1	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
EMFGFLLL_01250	CDS	654	cheD	3.5.1.44		Chemoreceptor glutamine deamidase CheD
EMFGFLLL_01251	CDS	831	cheR_1	2.1.1.80		Chemotaxis protein methyltransferase
EMFGFLLL_01252	CDS	2037				hypothetical protein
EMFGFLLL_01253	CDS	459	cheW_2		COG0835	Chemotaxis protein CheW
EMFGFLLL_01254	CDS	528				hypothetical protein
EMFGFLLL_01255	CDS	2151	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
EMFGFLLL_01256	CDS	360	cheY_2		COG0784	Chemotaxis protein CheY
EMFGFLLL_01257	CDS	270				hypothetical protein
EMFGFLLL_01258	CDS	1533	nikA		COG0747	Nickel-binding protein NikA
EMFGFLLL_01259	CDS	957	nikB		COG0601	Nickel transport system permease protein NikB
EMFGFLLL_01260	CDS	792	gsiD		COG1173	Glutathione transport system permease protein GsiD
EMFGFLLL_01261	CDS	1383	yejF_3		COG4172	putative ABC transporter ATP-binding protein YejF
EMFGFLLL_01262	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
EMFGFLLL_01263	CDS	1344	qseC	2.7.13.3		Sensor protein QseC
EMFGFLLL_01264	CDS	657	basR			Transcriptional regulatory protein BasR
EMFGFLLL_01265	CDS	633				hypothetical protein
EMFGFLLL_01266	CDS	798	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
EMFGFLLL_01267	CDS	684				hypothetical protein
EMFGFLLL_01268	CDS	1530	menE_2	6.2.1.26		2-succinylbenzoate--CoA ligase
EMFGFLLL_01269	CDS	603				hypothetical protein
EMFGFLLL_01270	CDS	2127	tmcA	2.3.1.193		tRNA(Met) cytidine acetyltransferase TmcA
EMFGFLLL_01271	CDS	1032	potD_1		COG0687	Spermidine/putrescine-binding periplasmic protein
EMFGFLLL_01272	CDS	972	sopB			Protein SopB
EMFGFLLL_01273	CDS	1218	parA			Plasmid partition protein A
EMFGFLLL_01274	CDS	1977				hypothetical protein
EMFGFLLL_01275	CDS	468				hypothetical protein
EMFGFLLL_01276	CDS	198				hypothetical protein
EMFGFLLL_01277	CDS	279				hypothetical protein
EMFGFLLL_01278	CDS	720	yeeN		COG0217	putative transcriptional regulatory protein YeeN
EMFGFLLL_01279	CDS	876	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
EMFGFLLL_01280	CDS	1662	mcpP_1		COG0840	Methyl-accepting chemotaxis protein McpP
EMFGFLLL_01281	CDS	357	yibL			putative protein YibL
EMFGFLLL_01282	CDS	2709	malT_2		COG2909	HTH-type transcriptional regulator MalT
EMFGFLLL_01283	CDS	2454	malP	2.4.1.1	COG0058	Maltodextrin phosphorylase
EMFGFLLL_01284	CDS	2181	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
EMFGFLLL_01285	CDS	2190	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
EMFGFLLL_01286	CDS	963	xerD_1			Tyrosine recombinase XerD
EMFGFLLL_01287	CDS	354	rplT		COG0292	50S ribosomal protein L20
EMFGFLLL_01288	CDS	195	rpmI		COG0291	50S ribosomal protein L35
EMFGFLLL_01289	CDS	390	infC		COG0290	Translation initiation factor IF-3
EMFGFLLL_01290	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
EMFGFLLL_01291	CDS	1131	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
EMFGFLLL_01292	CDS	624	puuR			HTH-type transcriptional regulator PuuR
EMFGFLLL_01293	CDS	1308	glyA2	2.1.2.1		Serine hydroxymethyltransferase 2
EMFGFLLL_01294	CDS	381	gcvH		COG0509	Glycine cleavage system H protein
EMFGFLLL_01295	CDS	2865	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
EMFGFLLL_01296	CDS	720	cah	4.2.1.1	COG3338	Carbonic anhydrase
EMFGFLLL_01297	CDS	435				hypothetical protein
EMFGFLLL_01298	CDS	348				hypothetical protein
EMFGFLLL_01299	CDS	1170	dacA_1	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
EMFGFLLL_01300	CDS	1674	hdc	4.1.1.22		Histidine decarboxylase
EMFGFLLL_01301	CDS	1911	mcpA		COG0840	Methyl-accepting chemotaxis protein McpA
EMFGFLLL_01302	CDS	1140	ydhC_1			Inner membrane transport protein YdhC
EMFGFLLL_01303	CDS	774	nimR_2			HTH-type transcriptional regulator NimR
EMFGFLLL_01304	CDS	381				hypothetical protein
EMFGFLLL_01305	CDS	1179	yfiC_1	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
EMFGFLLL_01306	CDS	543				hypothetical protein
EMFGFLLL_01307	CDS	411				hypothetical protein
EMFGFLLL_01308	CDS	510				hypothetical protein
EMFGFLLL_01309	CDS	1455				hypothetical protein
EMFGFLLL_01310	CDS	651	qseB			Transcriptional regulatory protein QseB
EMFGFLLL_01311	CDS	831				hypothetical protein
EMFGFLLL_01312	CDS	2232				hypothetical protein
EMFGFLLL_01313	CDS	651	cat	2.3.1.28	COG0110	Chloramphenicol acetyltransferase
EMFGFLLL_01314	CDS	1401	tam	3.2.1.1		Alpha-amylase
EMFGFLLL_01315	CDS	534	yceJ_1		COG3038	Cytochrome b561 
EMFGFLLL_01316	CDS	1068	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
EMFGFLLL_01317	CDS	756	ulaR		COG1349	HTH-type transcriptional regulator UlaR
EMFGFLLL_01318	CDS	1761				hypothetical protein
EMFGFLLL_01319	CDS	507	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
EMFGFLLL_01320	CDS	693	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
EMFGFLLL_01321	CDS	822	ybhA_1	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
EMFGFLLL_01322	CDS	648	sgbH	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
EMFGFLLL_01323	CDS	885	ulaE	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
EMFGFLLL_01324	CDS	432				hypothetical protein
EMFGFLLL_01325	CDS	675	czcR			Transcriptional activator protein CzcR
EMFGFLLL_01326	CDS	1611	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
EMFGFLLL_01327	CDS	570				hypothetical protein
EMFGFLLL_01328	CDS	2640				hypothetical protein
EMFGFLLL_01329	CDS	1194	ackA_1	2.7.2.1	COG0282	Acetate kinase
EMFGFLLL_01330	CDS	321				hypothetical protein
EMFGFLLL_01331	CDS	1980	bhuA			Heme transporter BhuA
EMFGFLLL_01332	CDS	1017	rhaS_4			HTH-type transcriptional activator RhaS
EMFGFLLL_01333	CDS	765	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
EMFGFLLL_01334	CDS	951	yclO		COG4605	Petrobactin import system permease protein YclO
EMFGFLLL_01335	CDS	939	yclN		COG4606	Petrobactin import system permease protein YclN
EMFGFLLL_01336	CDS	912	yclQ		COG4607	Petrobactin-binding protein YclQ
EMFGFLLL_01337	CDS	759	egtC	3.5.1.118	COG0121	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
EMFGFLLL_01338	CDS	273				hypothetical protein
EMFGFLLL_01339	CDS	2757	prtV	3.4.24.-		Pre-pro-metalloprotease PrtV
EMFGFLLL_01340	CDS	855	lifO		COG5380	Lipase chaperone
EMFGFLLL_01341	CDS	1020	hlyC	3.1.1.3	COG1075	Triacylglycerol lipase
EMFGFLLL_01342	CDS	1647	smc_6			Chromosome partition protein Smc
EMFGFLLL_01343	CDS	2226	hlyA			Hemolysin
EMFGFLLL_01344	CDS	1257			COG3240	Thermolabile hemolysin
EMFGFLLL_01345	CDS	267				hypothetical protein
EMFGFLLL_01346	CDS	1206	emrD			Multidrug resistance protein D
EMFGFLLL_01347	CDS	1581				hypothetical protein
EMFGFLLL_01348	CDS	975				hypothetical protein
EMFGFLLL_01349	CDS	1947	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
EMFGFLLL_01350	CDS	1542		3.1.4.-	COG3437	3'3'-cGAMP-specific phosphodiesterase 2
EMFGFLLL_01351	CDS	528	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
EMFGFLLL_01352	CDS	831	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
EMFGFLLL_01353	CDS	1329	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
EMFGFLLL_01354	CDS	1395	rhlE_3	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
EMFGFLLL_01355	CDS	2703	recD_1	3.1.11.5		RecBCD enzyme subunit RecD
EMFGFLLL_01356	CDS	222	guaC_1	1.7.1.7	COG0516	GMP reductase
EMFGFLLL_01357	CDS	1632				hypothetical protein
EMFGFLLL_01358	CDS	474				hypothetical protein
EMFGFLLL_01359	CDS	894				hypothetical protein
EMFGFLLL_01360	CDS	531	tfaE			Prophage tail fiber assembly protein TfaE
EMFGFLLL_01361	CDS	1563				hypothetical protein
EMFGFLLL_01362	CDS	660				hypothetical protein
EMFGFLLL_01363	CDS	1200				hypothetical protein
EMFGFLLL_01364	CDS	333				hypothetical protein
EMFGFLLL_01365	CDS	1803				hypothetical protein
EMFGFLLL_01366	CDS	282				hypothetical protein
EMFGFLLL_01367	CDS	246				hypothetical protein
EMFGFLLL_01368	CDS	342				hypothetical protein
EMFGFLLL_01369	CDS	588				hypothetical protein
EMFGFLLL_01370	CDS	213				hypothetical protein
EMFGFLLL_01371	CDS	210				hypothetical protein
EMFGFLLL_01372	CDS	459				hypothetical protein
EMFGFLLL_01373	CDS	1110				hypothetical protein
EMFGFLLL_01374	CDS	660				hypothetical protein
EMFGFLLL_01375	CDS	489				hypothetical protein
EMFGFLLL_01376	CDS	462				hypothetical protein
EMFGFLLL_01377	CDS	723				hypothetical protein
EMFGFLLL_01378	CDS	1002				hypothetical protein
EMFGFLLL_01379	CDS	891				hypothetical protein
EMFGFLLL_01380	CDS	1821				hypothetical protein
EMFGFLLL_01381	CDS	1047				hypothetical protein
EMFGFLLL_01382	CDS	108				hypothetical protein
EMFGFLLL_01383	CDS	252				hypothetical protein
EMFGFLLL_01384	CDS	219				hypothetical protein
EMFGFLLL_01385	CDS	795				hypothetical protein
EMFGFLLL_01386	CDS	402				hypothetical protein
EMFGFLLL_01387	CDS	2562				hypothetical protein
EMFGFLLL_01388	CDS	228				hypothetical protein
EMFGFLLL_01389	CDS	519				hypothetical protein
EMFGFLLL_01390	CDS	435				hypothetical protein
EMFGFLLL_01391	CDS	540				hypothetical protein
EMFGFLLL_01392	CDS	213				hypothetical protein
EMFGFLLL_01393	CDS	645				hypothetical protein
EMFGFLLL_01394	CDS	996				hypothetical protein
EMFGFLLL_01395	CDS	1785				hypothetical protein
EMFGFLLL_01396	CDS	2997				hypothetical protein
EMFGFLLL_01397	CDS	1182	ydiO	2.1.1.37	COG0270	putative BsuMI modification methylase subunit YdiO
EMFGFLLL_01398	CDS	1032	xerC_1			Tyrosine recombinase XerC
EMFGFLLL_01399	CDS	1044	guaC_2	1.7.1.7	COG0516	GMP reductase
EMFGFLLL_01400	CDS	549				hypothetical protein
EMFGFLLL_01401	CDS	843				hypothetical protein
EMFGFLLL_01402	CDS	1284	nhaC		COG1757	Na(+)/H(+) antiporter NhaC
EMFGFLLL_01403	CDS	996	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
EMFGFLLL_01404	CDS	1473	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
EMFGFLLL_01405	CDS	447				hypothetical protein
EMFGFLLL_01406	CDS	1005	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
EMFGFLLL_01407	CDS	240				hypothetical protein
EMFGFLLL_01408	CDS	378				hypothetical protein
EMFGFLLL_01409	CDS	228				hypothetical protein
EMFGFLLL_01410	CDS	210	cspV_3		COG1278	Cold shock protein CspV
EMFGFLLL_01411	CDS	1185	hmp_2	1.14.12.17	COG1017	Flavohemoprotein
EMFGFLLL_01412	CDS	1593	luxO_1		COG3604	Regulatory protein LuxO
EMFGFLLL_01413	CDS	876				hypothetical protein
EMFGFLLL_01414	CDS	1233	pepT_1	3.4.11.4	COG2195	Peptidase T
EMFGFLLL_01415	CDS	1209	psuT		COG1972	Putative pseudouridine transporter
EMFGFLLL_01416	CDS	654				hypothetical protein
EMFGFLLL_01417	CDS	201				hypothetical protein
EMFGFLLL_01418	CDS	1917	mcpH			Methyl-accepting chemotaxis protein McpH
EMFGFLLL_01419	CDS	957				hypothetical protein
EMFGFLLL_01420	CDS	933				hypothetical protein
EMFGFLLL_01421	CDS	489				hypothetical protein
EMFGFLLL_01422	CDS	927				hypothetical protein
EMFGFLLL_01423	CDS	1881				hypothetical protein
EMFGFLLL_01424	CDS	1653				hypothetical protein
EMFGFLLL_01425	CDS	717				hypothetical protein
EMFGFLLL_01426	CDS	213	cspV_4		COG1278	Cold shock protein CspV
EMFGFLLL_01427	CDS	2133				hypothetical protein
EMFGFLLL_01428	CDS	483				hypothetical protein
EMFGFLLL_01429	CDS	213				hypothetical protein
EMFGFLLL_01430	CDS	96				hypothetical protein
EMFGFLLL_01431	CDS	1419	tnaA	4.1.99.1	COG3033	Tryptophanase
EMFGFLLL_01432	CDS	1215	mtr			Tryptophan-specific transport protein
EMFGFLLL_01433	CDS	942	uspE_1		COG0589	Universal stress protein E
EMFGFLLL_01434	CDS	198				hypothetical protein
EMFGFLLL_01435	CDS	2676	mrpA		COG1009	Na(+)/H(+) antiporter subunit A
EMFGFLLL_01436	CDS	354	mrpC		COG1006	Na(+)/H(+) antiporter subunit C
EMFGFLLL_01437	CDS	1497	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
EMFGFLLL_01438	CDS	477	mrpE		COG1863	Na(+)/H(+) antiporter subunit E
EMFGFLLL_01439	CDS	279				hypothetical protein
EMFGFLLL_01440	CDS	324	mrpG		COG1320	Na(+)/H(+) antiporter subunit G
EMFGFLLL_01441	CDS	1332	hmp_3	1.14.12.17		Flavohemoprotein
EMFGFLLL_01442	CDS	507	def2	3.5.1.88	COG0242	Peptide deformylase 2
EMFGFLLL_01443	CDS	3744				hypothetical protein
EMFGFLLL_01444	CDS	1212	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
EMFGFLLL_01445	CDS	2142				hypothetical protein
